Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,TotalSF,SalePrice
1172,20,RL,76.0,9120,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,1261,1,0,3,1,TA,6,1,TA,Attchd,RFn,2.0,TA,Y,11,2008,WD,Normal,2522.0,163000
1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1250,2,1,2,1,Gd,5,0,NoFP,Detchd,Fin,2.0,TA,Y,3,2008,WD,Normal,1875.0,171900
1174,50,RL,138.0,18030,Pave,NOACCESS,IR1,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,SBrkr,3086,3,0,3,1,Ex,12,1,Gd,NoGRG,NoGRG,0.0,NoGRG,Y,3,2007,WD,Normal,4205.0,200500
1175,70,RL,80.0,16560,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,TA,Y,SBrkr,2345,2,1,4,1,TA,9,1,Gd,Detchd,Unf,2.0,TA,Y,7,2006,WD,Normal,3297.0,239000
1176,50,RL,85.0,10678,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,2872,2,1,4,1,Gd,9,1,TA,Attchd,Fin,2.0,TA,Y,4,2007,WD,Normal,4555.0,285000
1177,20,RL,37.0,6951,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,923,1,0,3,1,TA,5,0,NoFP,Attchd,Unf,1.0,TA,Y,10,2008,WD,Normal,1799.0,119500
1178,50,RM,69.30579531442663,3950,Pave,Grvl,Reg,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,1224,1,0,3,1,TA,5,0,NoFP,Detchd,Unf,1.0,TA,N,12,2009,WD,Normal,2042.0,115000
1179,50,RL,54.0,7681,Pave,NOACCESS,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,1343,1,1,3,1,TA,7,1,Gd,Detchd,Unf,1.0,Fa,Y,7,2009,WD,Normal,2074.0,154900
1180,20,RL,77.0,8335,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,TA,TA,Slab,NoBSMT,NoBSMT,NoBSMT,NoBSMT,NoBSMT,Gd,Y,SBrkr,1124,1,0,3,1,TA,5,1,Gd,NoGRG,NoGRG,0.0,NoGRG,N,4,2006,WD,Normal,1124.0,93000
1181,60,RL,69.30579531442663,11170,Pave,NOACCESS,IR2,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,MetalSd,MetalSd,None,TA,TA,Wood,Gd,TA,No,LwQ,Unf,Ex,Y,SBrkr,2514,2,1,4,1,TA,8,0,NoFP,Attchd,Fin,2.0,TA,Y,4,2006,WD,Normal,3730.0,250000
1182,120,RM,64.0,5587,Pave,NOACCESS,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,SBrkr,1652,2,0,2,1,Gd,5,1,Gd,Attchd,Fin,2.0,TA,Y,11,2008,New,Partial,3252.0,392500
1183,60,RL,160.0,15623,Pave,NOACCESS,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,Wd Sdng,ImStucc,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,SBrkr,4476,3,1,4,1,Ex,10,2,TA,Attchd,Fin,3.0,TA,Y,7,2007,WD,Abnorml,6872.0,745000
1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,Ex,Y,SBrkr,1130,1,0,2,1,TA,5,1,Gd,Detchd,Unf,2.0,TA,Y,6,2006,WD,Normal,2250.0,120000
1185,20,RL,50.0,35133,Grvl,NOACCESS,Reg,Lvl,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,Gd,Y,SBrkr,1572,1,1,3,1,TA,5,2,TA,2Types,RFn,3.0,TA,Y,5,2007,WD,Normal,3144.0,186700
1186,50,RL,60.0,9738,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,AsbShng,AsbShng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,Gd,Y,SBrkr,1221,1,0,4,1,TA,7,0,NoFP,Attchd,Unf,1.0,TA,Y,3,2006,WD,Normal,2005.0,104900
1187,190,RL,107.0,10615,Pave,NOACCESS,IR1,Bnk,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,TA,Y,SBrkr,1699,2,0,3,2,TA,7,0,NoFP,CarPort,Unf,2.0,Fa,Y,8,2009,WD,Abnorml,2677.0,95000
1188,20,RL,89.0,12461,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,SBrkr,1624,2,0,2,1,Gd,5,1,Fa,Attchd,RFn,3.0,TA,Y,7,2006,WD,Normal,3248.0,262000
1189,60,RL,68.0,8935,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1660,2,1,3,1,Gd,7,0,NoFP,Attchd,RFn,2.0,TA,Y,7,2009,WD,Normal,2491.0,195000
1190,60,RL,60.0,7500,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,1804,2,1,3,1,Gd,7,1,TA,Attchd,Fin,2.0,TA,Y,6,2010,WD,Normal,2798.0,189000
1191,190,RL,69.30579531442663,32463,Pave,NOACCESS,Reg,Low,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,Ex,Y,SBrkr,1622,1,0,3,1,TA,7,1,TA,2Types,Fin,4.0,TA,Y,3,2007,WD,Normal,2871.0,168000
1192,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1441,2,1,2,1,Gd,5,0,NoFP,Detchd,Unf,2.0,TA,Y,11,2007,WD,Normal,2217.0,174000
1193,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,Unf,Unf,Gd,Y,SBrkr,1472,1,0,3,1,Gd,6,0,NoFP,Detchd,Unf,1.0,TA,P,7,2007,WD,Normal,2174.0,125000
1194,120,RM,69.30579531442663,4500,Pave,NOACCESS,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,1224,2,0,2,1,TA,5,0,NoFP,Attchd,Fin,2.0,TA,Y,6,2009,WD,Normal,2448.0,165000
1195,60,RL,80.0,9364,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,SBrkr,1352,1,1,4,1,TA,7,0,NoFP,Attchd,Fin,1.0,TA,Y,3,2010,WD,Normal,2015.0,158000
1196,60,RL,51.0,8029,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1456,2,1,3,1,Gd,8,0,NoFP,Attchd,Fin,2.0,TA,Y,7,2008,WD,Normal,2184.0,176000
1197,60,RL,58.0,14054,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,1863,2,1,4,1,Gd,9,1,Gd,BuiltIn,Fin,3.0,TA,Y,11,2006,New,Partial,2742.0,219210
1198,75,RM,65.0,8850,Pave,NOACCESS,IR1,Bnk,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,1690,1,0,3,1,TA,7,1,Gd,Detchd,Unf,1.0,TA,Y,7,2006,ConLw,Normal,2505.0,144000
1199,20,RL,70.0,9100,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1212,2,0,3,1,Gd,6,0,NoFP,Attchd,RFn,2.0,TA,Y,6,2009,WD,Normal,2424.0,178000
1200,20,RL,75.0,11235,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,SBrkr,1382,1,1,3,1,TA,6,1,Po,Attchd,Unf,2.0,TA,Y,10,2006,WD,Normal,2433.0,148000
1201,20,RL,71.0,9353,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,SBrkr,864,1,0,3,1,TA,5,0,NoFP,Attchd,Unf,1.0,TA,Y,7,2006,Oth,Abnorml,1728.0,116050
1202,60,RL,80.0,10400,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,SBrkr,1779,2,1,3,1,Gd,6,0,NoFP,Attchd,RFn,2.0,TA,Y,3,2009,WD,Normal,2645.0,197900
1203,50,RM,50.0,6000,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,SBrkr,1348,1,0,3,1,TA,5,1,Fa,Detchd,Unf,1.0,TA,N,5,2009,WD,Normal,2232.0,117000
1204,20,RL,75.0,9750,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1630,2,0,3,1,Gd,6,1,TA,Attchd,Unf,2.0,TA,Y,10,2009,WD,Normal,3260.0,213000
1205,20,RL,78.0,10140,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,Ex,Y,SBrkr,1074,1,1,3,1,TA,6,0,NoFP,Attchd,RFn,2.0,TA,Y,7,2006,WD,Normal,2130.0,153500
1206,20,RL,90.0,14684,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,Gd,Y,SBrkr,2196,2,0,3,1,Gd,7,1,TA,Attchd,RFn,3.0,TA,Y,6,2009,WD,Normal,4354.0,271900
1207,20,RH,69.30579531442663,8900,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,1056,1,0,2,1,TA,5,0,NoFP,Detchd,Unf,1.0,TA,Y,11,2006,WD,Normal,2112.0,107000
1208,20,RL,70.0,9135,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1700,2,0,3,1,Gd,7,0,NoFP,Attchd,RFn,2.0,TA,Y,5,2006,WD,Normal,3382.0,200000
1209,20,RL,70.0,7763,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,TA,Y,SBrkr,1283,1,0,3,1,TA,6,0,NoFP,Detchd,Unf,2.0,TA,Y,10,2008,WD,Normal,2214.0,140000
1210,20,RL,85.0,10182,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,1660,2,0,3,1,Gd,8,1,Gd,Attchd,RFn,2.0,TA,Y,5,2006,New,Partial,3320.0,290000
1211,60,RL,70.0,11218,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1845,2,1,3,1,Gd,8,1,TA,Attchd,RFn,2.0,TA,Y,5,2010,WD,Normal,2900.0,189000
1212,50,RL,152.0,12134,Pave,NOACCESS,IR1,Bnk,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,Wood,Gd,TA,Av,GLQ,Unf,Gd,Y,SBrkr,1752,2,0,4,1,TA,8,0,NoFP,Basment,RFn,2.0,TA,Y,6,2010,WD,Normal,2311.0,164000
1213,30,RL,50.0,9340,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,SBrkr,672,1,0,2,1,TA,4,0,NoFP,Attchd,Unf,1.0,TA,N,8,2009,WD,Normal,1344.0,113000
1214,80,RL,69.30579531442663,10246,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,Ex,Y,SBrkr,960,0,0,0,1,TA,3,0,NoFP,Attchd,Unf,1.0,TA,Y,5,2006,WD,Normal,1608.0,145000
1215,85,RL,69.0,10205,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,TA,Y,SBrkr,999,1,0,3,1,TA,6,0,NoFP,Attchd,Unf,1.0,TA,Y,5,2006,WD,Normal,1924.0,134500
1216,20,RL,99.0,7094,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,SBrkr,894,1,0,3,1,TA,5,0,NoFP,Detchd,RFn,1.0,TA,Y,5,2007,WD,Normal,1788.0,125000
1217,90,RM,68.0,8930,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,None,TA,TA,Slab,NoBSMT,NoBSMT,NoBSMT,NoBSMT,NoBSMT,TA,Y,SBrkr,1902,2,0,4,2,TA,8,0,NoFP,Attchd,Unf,2.0,TA,Y,4,2010,WD,Normal,1902.0,112000
1218,20,FV,72.0,8640,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,SBrkr,1314,2,0,3,1,Gd,6,0,NoFP,Attchd,RFn,2.0,TA,Y,9,2009,New,Partial,2614.0,229456
1219,50,RM,52.0,6240,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,AsbShng,AsbShng,None,TA,TA,Slab,NoBSMT,NoBSMT,NoBSMT,NoBSMT,NoBSMT,Gd,N,SBrkr,912,1,0,2,1,TA,3,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,7,2006,WD,Normal,912.0,80500
1220,160,RM,21.0,1680,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,SBrkr,1218,1,1,3,1,TA,7,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,4,2006,WD,Abnorml,1890.0,91500
1221,20,RL,66.0,7800,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,SBrkr,912,1,0,2,1,TA,5,0,NoFP,Attchd,Unf,1.0,TA,Y,11,2006,WD,Abnorml,1824.0,115000
1222,20,RL,55.0,8250,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,Ex,Y,SBrkr,1211,1,0,3,1,TA,5,1,TA,Attchd,Unf,1.0,TA,Y,8,2008,WD,Normal,2163.0,134000
1223,50,RL,78.0,10496,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,Ex,Y,SBrkr,1846,2,0,3,1,TA,7,1,Gd,Attchd,Unf,1.0,TA,Y,1,2007,WD,Normal,2886.0,143000
1224,20,RL,89.0,10680,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,TA,N,FuseA,2136,2,0,4,1,TA,7,0,NoFP,Detchd,Unf,2.0,TA,Y,10,2006,WD,Normal,4272.0,137900
1225,60,RL,60.0,15384,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1490,2,1,3,1,Gd,8,1,Gd,Attchd,Fin,2.0,TA,Y,2,2008,WD,Normal,2278.0,184000
1226,80,RL,65.0,10482,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,Ex,Y,SBrkr,1138,1,0,3,1,TA,6,0,NoFP,Attchd,RFn,1.0,TA,Y,6,2007,WD,Normal,1726.0,145000
1227,60,RL,86.0,14598,Pave,NOACCESS,IR1,Lvl,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,Ex,Y,SBrkr,1933,2,1,4,1,Gd,9,1,Gd,BuiltIn,Fin,3.0,TA,Y,1,2008,WD,Normal,2827.0,214000
1228,20,RL,72.0,8872,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,SBrkr,912,1,0,2,1,Gd,5,0,NoFP,Detchd,Unf,2.0,TA,Y,12,2008,WD,Normal,1824.0,147000
1229,120,RL,65.0,8769,Pave,NOACCESS,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,SBrkr,1702,1,1,1,1,Ex,7,1,Gd,Attchd,Fin,3.0,TA,Y,10,2008,New,Partial,3404.0,367294
1230,80,RL,70.0,7910,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,BrkFace,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Gd,Y,SBrkr,1507,2,0,4,1,TA,7,0,NoFP,Basment,Unf,1.0,TA,Y,8,2008,WD,Normal,2582.0,127000
1231,90,RL,69.30579531442663,18890,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,Ex,Y,SBrkr,2620,2,2,4,2,TA,12,1,TA,BuiltIn,RFn,2.0,TA,N,8,2007,WD,Normal,3981.0,190000
1232,90,RL,70.0,7728,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,SBrkr,1190,1,0,3,1,TA,6,0,NoFP,Attchd,Unf,2.0,TA,Y,5,2006,WD,Normal,2296.0,132500
1233,90,RL,70.0,9842,Pave,NOACCESS,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,None,TA,TA,Slab,NoBSMT,NoBSMT,NoBSMT,NoBSMT,NoBSMT,TA,Y,SBrkr,1224,2,0,2,2,TA,6,0,NoFP,CarPort,Unf,2.0,TA,Y,3,2007,WD,Normal,1224.0,101800
1234,20,RL,69.30579531442663,12160,Pave,NOACCESS,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Fa,Y,SBrkr,1188,1,0,3,1,TA,6,0,NoFP,Attchd,RFn,2.0,TA,Y,5,2010,COD,Abnorml,2376.0,142000
1235,70,RH,55.0,8525,Pave,NOACCESS,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,Av,Unf,Unf,TA,N,FuseA,1964,1,1,4,1,TA,7,0,NoFP,NoGRG,NoGRG,0.0,NoGRG,N,11,2008,WD,Abnorml,2904.0,130000
1236,70,RL,96.0,13132,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,Gd,Y,FuseF,1784,1,1,4,1,TA,9,0,NoFP,Detchd,Unf,1.0,Fa,N,7,2006,WD,Normal,2531.0,138887
1237,160,RL,36.0,2628,Pave,NOACCESS,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1626,2,1,2,1,Gd,6,0,NoFP,BuiltIn,RFn,2.0,TA,Y,6,2010,WD,Normal,2390.0,175500
1238,60,RL,41.0,12393,Pave,NOACCESS,IR2,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,SBrkr,1948,2,1,4,1,Gd,8,1,Gd,BuiltIn,Fin,2.0,TA,Y,9,2006,WD,Normal,2795.0,195000
